"Hierarchy Level","Page Type","Page Path","Page ID","Page Title","Full URL","Taxonomy Level 1","Taxonomy Level 2","Taxonomy Level 3","Taxonomy Level 4","Taxonomy Level 5","Taxonomy Level 6","Taxonomy URL Level 1","Taxonomy URL Level 2","Taxonomy URL Level 3","Taxonomy URL Level 4","Taxonomy URL Level 5","Taxonomy URL Level 6","Toggle URL",hasBenefitCategory,"Page Language",Categories
3,"Content Page",/branches-of-government,155,"Branches of the U.S. government",https://www.usa.gov/branches-of-government,Home,"The U.S. and its government","Branches of government","Branches of government","Branches of government","Branches of government",/,/about-the-us,/branches-of-government,/branches-of-government,/branches-of-government,/branches-of-government,https://www.usa.gov/es/ramas-gobierno-estados-unidos,,"USAGov English"
4,"Content Page",/presidents,156,"Presidents, vice presidents, and first ladies",https://www.usa.gov/presidents,Home,"The U.S. and its government","U.S. facts and figures","Presidents, vice presidents, and first ladies","Presidents, vice presidents, and first ladies","Presidents, vice presidents, and first ladies",/,/about-the-us,/facts-figures,/presidents,/presidents,/presidents,https://www.usa.gov/es/presidente-vicepresidente-primera-dama,,"USAGov English"
4,"Content Page",/presidential-succession,157,"Order of presidential succession",https://www.usa.gov/presidential-succession,Home,"The U.S. and its government","U.S. facts and figures","Order of presidential succession","Order of presidential succession","Order of presidential succession",/,/about-the-us,/facts-figures,/presidential-succession,/presidential-succession,/presidential-succession,https://www.usa.gov/es/sucesion-presidencial,,"USAGov English"
4,"Content Page",/holidays,158,"American holidays",https://www.usa.gov/holidays,Home,"The U.S. and its government","U.S. facts and figures","American holidays","American holidays","American holidays",/,/about-the-us,/facts-figures,/holidays,/holidays,/holidays,https://www.usa.gov/es/dias-festivos-estados-unidos,,"USAGov English"
4,"Content Page",/currency,159,"American money",https://www.usa.gov/currency,Home,"The U.S. and its government","U.S. facts and figures","American money","American money","American money",/,/about-the-us,/facts-figures,/currency,/currency,/currency,https://www.usa.gov/es/moneda-estadounidense,,"USAGov English"
4,"Content Page",/historical-documents,160,"Learn about the United States' founding documents",https://www.usa.gov/historical-documents,Home,"The U.S. and its government","U.S. facts and figures","Historical documents","Historical documents","Historical documents",/,/about-the-us,/facts-figures,/historical-documents,/historical-documents,/historical-documents,https://www.usa.gov/es/documentos-historicos-estados-unidos,,"USAGov English"
4,"Content Page",/national-anthem,161,"The U.S. national anthem",https://www.usa.gov/national-anthem,Home,"The U.S. and its government","U.S. facts and figures","U.S. national anthem","U.S. national anthem","U.S. national anthem",/,/about-the-us,/facts-figures,/national-anthem,/national-anthem,/national-anthem,https://www.usa.gov/es/himno-nacional-estados-unidos,,"USAGov English"
4,"Content Page",/official-language-of-us,162,"Official language of the United States",https://www.usa.gov/official-language-of-us,Home,"The U.S. and its government","U.S. facts and figures","Official language of the United States","Official language of the United States","Official language of the United States",/,/about-the-us,/facts-figures,/official-language-of-us,/official-language-of-us,/official-language-of-us,https://www.usa.gov/es/idioma-oficial-estados-unidos,,"USAGov English"
4,"Content Page",/census-data,163,"U.S. Census data",https://www.usa.gov/census-data,Home,"The U.S. and its government","U.S. facts and figures","U.S. census data","U.S. census data","U.S. census data",/,/about-the-us,/facts-figures,/census-data,/census-data,/census-data,https://www.usa.gov/es/censo-estados-unidos,,"USAGov English"
3,"Navigation Page",/facts-figures,164,"U.S. facts and figures",https://www.usa.gov/facts-figures,Home,"The U.S. and its government","U.S. facts and figures","U.S. facts and figures","U.S. facts and figures","U.S. facts and figures",/,/about-the-us,/facts-figures,/facts-figures,/facts-figures,/facts-figures,https://www.usa.gov/es/informacion-general-sobre-estados-unidos,,"USAGov English"
3,"Content Page",/mission-history,167,"USAGov's mission and history",https://www.usa.gov/mission-history,Home,"About USAGov","USAGov&#039;s mission and history","USAGov&#039;s mission and history","USAGov&#039;s mission and history","USAGov&#039;s mission and history",/,/about,/mission-history,/mission-history,/mission-history,/mission-history,https://www.usa.gov/es/mision-historia,,"USAGov English"
3,"Navigation Page",/website-policies-and-notices,168,"Website policies and notices",https://www.usa.gov/website-policies-and-notices,Home,"About USAGov","Website policies and notices","Website policies and notices","Website policies and notices","Website policies and notices",/,/about,/website-policies-and-notices,/website-policies-and-notices,/website-policies-and-notices,/website-policies-and-notices,https://www.usa.gov/es/politicas-avisos-del-sitio-web,,"USAGov English"
4,"Content Page",/outreach,169,"USAGov Outreach",https://www.usa.gov/outreach,Home,"About USAGov","Products and programs","USAGov Outreach","USAGov Outreach","USAGov Outreach",/,/about,/products-programs,/outreach,/outreach,/outreach,https://www.usa.gov/es/promocion-programa-usagov,,"USAGov English"
3,"Navigation Page",/products-programs,170,"Products and programs",https://www.usa.gov/products-programs,Home,"About USAGov","Products and programs","Products and programs","Products and programs","Products and programs",/,/about,/products-programs,/products-programs,/products-programs,/products-programs,https://www.usa.gov/es/programas-y-servicios,,"USAGov English"
4,"Content Page",/contact-center,171,"PX Contact Center",https://www.usa.gov/contact-center,Home,"About USAGov","Products and programs","PX Contact Center","PX Contact Center","PX Contact Center",/,/about,/products-programs,/contact-center,/contact-center,/contact-center,https://www.usa.gov/es/centro-llamadas,,"USAGov English"
4,"Content Page",/blog,172,"Our blog",https://www.usa.gov/blog,Home,"About USAGov","Products and programs","Our blog","Our blog","Our blog",/,/about,/products-programs,/blog,/blog,/blog,https://www.usa.gov/es/nuestro-blog,,"USAGov English"
5,"Content Page",/features/government-benefits-during-any-life-event,174,"USAGov's guide to government benefits during any life event",https://www.usa.gov/features/government-benefits-during-any-life-event,Home,"About USAGov","Partner with USAGov","USAGov feature articles","USAGov&#039;s guide to government benefits during any life event","USAGov&#039;s guide to government benefits during any life event",/,/about,/partner-with-usagov,/features,/features/government-benefits-during-any-life-event,/features/government-benefits-during-any-life-event,https://www.usa.gov/es/articulos/beneficios-del-gobierno-para-usted-y-su-familia,,"USAGov English"
4,"Navigation Page",/features,175,"USAGov feature articles",https://www.usa.gov/features,Home,"About USAGov","Partner with USAGov","USAGov feature articles","USAGov feature articles","USAGov feature articles",/,/about,/partner-with-usagov,/features,/features,/features,https://www.usa.gov/es/articulos,,"USAGov English"
4,"Content Page",/phone,177,"Call USAGov",https://www.usa.gov/phone,Home,"About USAGov","Contact us","Call USAGov","Call USAGov","Call USAGov",/,/about,/contact-us,/phone,/phone,/phone,https://www.usa.gov/es/llamenos,,"USAGov English"
3,"Navigation Page",/contact-us,178,"Contact us",https://www.usa.gov/contact-us,Home,"About USAGov","Contact us","Contact us","Contact us","Contact us",/,/about,/contact-us,/contact-us,/contact-us,/contact-us,https://www.usa.gov/es/contactenos,,"USAGov English"
4,"Content Page",/linking-policy,181,"USA.gov linking policy",https://www.usa.gov/linking-policy,Home,"About USAGov","Website policies and notices","Linking policy","Linking policy","Linking policy",/,/about,/website-policies-and-notices,/linking-policy,/linking-policy,/linking-policy,https://www.usa.gov/es/politica-de-enlace,,"USAGov English"
2,"Navigation Cards Page",/disasters-and-emergencies,184,"Disasters and emergencies",https://www.usa.gov/disasters-and-emergencies,Home,"Disasters and emergencies","Disasters and emergencies","Disasters and emergencies","Disasters and emergencies","Disasters and emergencies",/,/disasters-and-emergencies,/disasters-and-emergencies,/disasters-and-emergencies,/disasters-and-emergencies,/disasters-and-emergencies,https://www.usa.gov/es/desastres-emergencias,,"USAGov English"
4,"Content Page",/free-commercial-downloads,185,"Free commercial downloads",https://www.usa.gov/free-commercial-downloads,Home,"About USAGov","Website policies and notices","Free commercial downloads","Free commercial downloads","Free commercial downloads",/,/about,/website-policies-and-notices,/free-commercial-downloads,/free-commercial-downloads,/free-commercial-downloads,https://www.usa.gov/es/descargue-software-comercial-gratis,,"USAGov English"
4,"Content Page",/how-to-cite,186,"How to cite USA.gov",https://www.usa.gov/how-to-cite,Home,"About USAGov","Website policies and notices","How to cite USA.gov","How to cite USA.gov","How to cite USA.gov",/,/about,/website-policies-and-notices,/how-to-cite,/how-to-cite,/how-to-cite,https://www.usa.gov/es/como-citar,,"USAGov English"
3,"Content Page",/disaster-housing-shelter,187,"How to find housing after a disaster",https://www.usa.gov/disaster-housing-shelter,Home,"Disasters and emergencies","Find housing after a disaster","Find housing after a disaster","Find housing after a disaster","Find housing after a disaster",/,/disasters-and-emergencies,/disaster-housing-shelter,/disaster-housing-shelter,/disaster-housing-shelter,/disaster-housing-shelter,https://www.usa.gov/es/desastre-refugio-vivienda,1,"USAGov English","Disasters; Housing and utilities"
5,"Content Page",/pra-statement,188,"Paperwork Reduction Act statement for contact center telephone survey",https://www.usa.gov/pra-statement,Home,"About USAGov","Website policies and notices","Paperwork Reduction Act statements","PRA statement phone survey","PRA statement phone survey",/,/about,/website-policies-and-notices,/paperwork-reduction-act-statements,/pra-statement,/pra-statement,https://www.usa.gov/es/declaracion-ley-reduccion-del-papeleo,,"USAGov English"
3,"Content Page",/help-disaster-survivors,189,"How to help survivors after a disaster",https://www.usa.gov/help-disaster-survivors,Home,"Disasters and emergencies","Help survivors after a disaster","Help survivors after a disaster","Help survivors after a disaster","Help survivors after a disaster",/,/disasters-and-emergencies,/help-disaster-survivors,/help-disaster-survivors,/help-disaster-survivors,/help-disaster-survivors,https://www.usa.gov/es/ayudar-sobrevivientes-desastre,,"USAGov English"
4,"Content Page",/disaster-assistance,190,"How to apply for disaster assistance",https://www.usa.gov/disaster-assistance,Home,"Disasters and emergencies","Financial assistance after a disaster","Apply for disaster assistance","Apply for disaster assistance","Apply for disaster assistance",/,/disasters-and-emergencies,/disaster-financial-help,/disaster-assistance,/disaster-assistance,/disaster-assistance,https://www.usa.gov/es/solicitar-asistencia-desastre,1,"USAGov English","Disasters; Welfare and cash assistance"
3,"Navigation Page",/disaster-financial-help,191,"Financial assistance after a disaster",https://www.usa.gov/disaster-financial-help,Home,"Disasters and emergencies","Financial assistance after a disaster","Financial assistance after a disaster","Financial assistance after a disaster","Financial assistance after a disaster",/,/disasters-and-emergencies,/disaster-financial-help,/disaster-financial-help,/disaster-financial-help,/disaster-financial-help,https://www.usa.gov/es/ayuda-financiera-desastre,,"USAGov English"
4,"Content Page",/disaster-small-business,192,"How to apply for an SBA disaster loan",https://www.usa.gov/disaster-small-business,Home,"Disasters and emergencies","Financial assistance after a disaster","SBA disaster loan","SBA disaster loan","SBA disaster loan",/,/disasters-and-emergencies,/disaster-financial-help,/disaster-small-business,/disaster-small-business,/disaster-small-business,https://www.usa.gov/es/prestamos-por-desastre-pequenas-empresas,1,"USAGov English","Disasters; Housing and utilities; Jobs and unemployment; Military and veterans"
5,"Content Page",/optout-instructions,193,"Learn how to block website cookies",https://www.usa.gov/optout-instructions,Home,"About USAGov","Website policies and notices","Privacy and security","How to block cookies in browsers","How to block cookies in browsers",/,/about,/website-policies-and-notices,/privacy,/optout-instructions,/optout-instructions,https://www.usa.gov/es/instrucciones-desactivacion-exclusion,,"USAGov English"
4,"Content Page",/disaster-food-help,194,"D-SNAP disaster food relief",https://www.usa.gov/disaster-food-help,Home,"Disasters and emergencies","Financial assistance after a disaster","Food assistance","Food assistance","Food assistance",/,/disasters-and-emergencies,/disaster-financial-help,/disaster-food-help,/disaster-food-help,/disaster-food-help,https://www.usa.gov/es/ayuda-conseguir-alimentos-desastre,1,"USAGov English","Disasters; Food"
4,"Content Page",/disaster-unemployment,195,"Unemployment benefits after a disaster",https://www.usa.gov/disaster-unemployment,Home,"Disasters and emergencies","Financial assistance after a disaster","Unemployment benefits","Unemployment benefits","Unemployment benefits",/,/disasters-and-emergencies,/disaster-financial-help,/disaster-unemployment,/disaster-unemployment,/disaster-unemployment,https://www.usa.gov/es/beneficios-desempleo-desastre,1,"USAGov English","Disasters; Jobs and unemployment"
5,"Content Page",/will-your-computer-work,196,"Will my computer work with USA.gov?",https://www.usa.gov/will-your-computer-work,Home,"About USAGov","Website policies and notices","Accessibility policy","Will my computer work with USA.gov?","Will my computer work with USA.gov?",/,/about,/website-policies-and-notices,/accessibility,/will-your-computer-work,/will-your-computer-work,https://www.usa.gov/es/funcionara-mi-dispositivo,,"USAGov English"
